"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","Polarity","Emotions","ProcessedText","Handle"
"58","@easyJet ""noone asks you to book on easyJet"" your personnel at LGW is incredibly helpful....",FALSE,0,"easyJet",2018-01-13 14:40:32,FALSE,NA,"952188618034032648","38676903","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mbanzi",0,FALSE,FALSE,NA,NA,"positive","unknown","noone asks you to book on easyjet your personnel at lgw is incredibly helpful","@easyJet"
"59","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-13 14:31:54,FALSE,NA,"952186448857501696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ringquelle",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"60","@easyJet still no reply :(",FALSE,0,"easyJet",2018-01-13 14:31:53,FALSE,NA,"952186443098673154","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanielCarlin21",0,FALSE,FALSE,NA,NA,"positive","unknown","still no reply","@easyJet"
"61","RT @great_oil: Great news

Direct @easyJet flights from @EDI_Airport to Sevilla

See you soon @SevillaTapas @SVQconcierge <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>

#Seville #Sevi…",FALSE,0,NA,2018-01-13 14:22:56,FALSE,NA,"952184189641773057",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","daveljono",5,TRUE,FALSE,NA,NA,"positive","joy","great news

directflights fromto sevilla

see you soon<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>

seville sevi…","@easyJet"
"62","@easyJet hi there. Can I just confirm that if you book an extra leg room seat you can bring 2 items of hand luggage?",FALSE,0,"easyJet",2018-01-13 14:22:48,FALSE,NA,"952184158146703361","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kimac101",0,FALSE,FALSE,NA,NA,"positive","unknown","hi there can i just confirm that if you book an extra leg room seat you can bringitems of hand luggage","@easyJet"
"63","@easyJet when will flights on 29th Oct be a available to book?",FALSE,0,"easyJet",2018-01-13 14:17:53,FALSE,NA,"952182919904182272","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cdavidsonmk",0,FALSE,FALSE,NA,NA,"positive","unknown","when will flights on th oct be a available to book","@easyJet"
"64","RT @covesting: <U+2708><U+FE0F> Now @easyJet Traveler magazine readers can get familiar with what cryptocurrencies are all about! We will provide a serie…",FALSE,0,NA,2018-01-13 14:15:03,FALSE,NA,"952182207900200960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roman03091653",627,TRUE,FALSE,NA,NA,"neutral","sadness","<U+2708><U+FE0F> nowtraveler magazine readers can get familiar with what cryptocurrencies are all about we will provide a serie…","@easyJet"
"65","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-13 14:13:39,FALSE,NA,"952181852927942656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jiddster",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"66","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-13 14:12:16,FALSE,NA,"952181506524540928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","keynick",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"67","RT @oscargbuzz: @BobbyNuisance @easyJet Cheaper to change your name by deed poll and get a new passport (£15 + £75)",FALSE,0,NA,2018-01-13 14:08:29,FALSE,NA,"952180556057448448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BobbyNuisance",3,TRUE,FALSE,NA,NA,"negative","sadness","cheaper to change your name by deed poll and get a new passport","@easyJet"
"68","RT @VirginiaSwallow: @BobbyNuisance @easyJet Must be the extortionate cost of changing some text in a computer system....",FALSE,0,NA,2018-01-13 14:08:26,FALSE,NA,"952180543919214598",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BobbyNuisance",1,TRUE,FALSE,NA,NA,"positive","unknown","must be the extortionate cost of changing some text in a computer system","@easyJet"
"69","@easyJet_press @easyJet Could someone explain this please, because I’m confused. https://t.co/2pCBIOZkLw",FALSE,0,"easyJet_press",2018-01-13 14:08:12,FALSE,NA,"952180482254491650","2385206676","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BobbyNuisance",0,FALSE,FALSE,NA,NA,"neutral","joy","could someone explain this please because i’m confused","@easyJet"
"70","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-13 14:07:43,FALSE,NA,"952180361269739520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zuffle",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"71","@VirginiaSwallow @easyJet It’s outrageous, no?",FALSE,1,"VirginiaSwallow",2018-01-13 14:07:36,FALSE,"952180225579896832","952180330781462528","773413319092891648","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BobbyNuisance",0,FALSE,FALSE,NA,NA,"negative","fear","it’s outrageous no","@easyJet"
"72","@BobbyNuisance @easyJet Must be the extortionate cost of changing some text in a computer system....",FALSE,0,"BobbyNuisance",2018-01-13 14:07:11,FALSE,"952135881896480769","952180225579896832","3460814482","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VirginiaSwallow",1,FALSE,FALSE,NA,NA,"positive","unknown","must be the extortionate cost of changing some text in a computer system","@easyJet"
"73","If flying from @EDI_Airport to #Seville with @easyJet get the most out of you trip by looking up @SevillaTapas… https://t.co/CiFfRRMXj3",FALSE,3,NA,2018-01-13 14:06:04,TRUE,NA,"952179947875065856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","great_oil",0,FALSE,FALSE,NA,NA,"positive","unknown","if flying fromto seville withget the most out of you trip by looking up …","@easyJet"
"74","@great_oil @easyJet @EDI_Airport @SevillaTapas @SVQconcierge This is an option for June <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>",FALSE,1,"great_oil",2018-01-13 14:02:16,FALSE,"952175854045597697","952178988545437696","1732730760","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheWhiskyKiwi",0,FALSE,FALSE,NA,NA,"positive","unknown","this is an option for june <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E30>","@easyJet"
"75","RT @great_oil: Great news

Direct @easyJet flights from @EDI_Airport to Sevilla

See you soon @SevillaTapas @SVQconcierge <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>

#Seville #Sevi…",FALSE,0,NA,2018-01-13 14:01:52,FALSE,NA,"952178890629402625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheWhiskyKiwi",5,TRUE,FALSE,NA,NA,"positive","joy","great news

directflights fromto sevilla

see you soon<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>

seville sevi…","@easyJet"
"76","RT @joelat___: #Onthisday eleven years ago at @GeneveAeroport - @easyjet @Boeing #B737-700

https://t.co/GlYnlmFFck

#avgeek #aviation #tra…",FALSE,0,NA,2018-01-13 14:01:36,FALSE,NA,"952178823084367873",NA,"<a href=""http://www.planespottingiscool.com"" rel=""nofollow"">PlaneSpotterRetweet</a>","PlaneSpotIsCool",5,TRUE,FALSE,NA,NA,"positive","unknown","onthisday eleven years ago atb



avgeek aviation tra…","@easyJet"
"77","RT @great_oil: Great news

Direct @easyJet flights from @EDI_Airport to Sevilla

See you soon @SevillaTapas @SVQconcierge <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>

#Seville #Sevi…",FALSE,0,NA,2018-01-13 14:00:14,FALSE,NA,"952178476357910529",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SevillaTapas",5,TRUE,FALSE,NA,NA,"positive","joy","great news

directflights fromto sevilla

see you soon<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>

seville sevi…","@easyJet"
"78","@EDI_Airport @Independent @easyJet My favourite place in the world <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,0,"EDI_Airport",2018-01-13 13:53:18,FALSE,"952175162325073920","952176733918244864","41570978","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Oblibby",0,FALSE,FALSE,NA,NA,"positive","unknown","my favourite place in the world <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>","@easyJet"
"79","RT @joelat___: #Onthisday eleven years ago at @GeneveAeroport - @easyjet @Boeing #B737-700

https://t.co/GlYnlmFFck

#avgeek #aviation #tra…",FALSE,0,NA,2018-01-13 13:51:51,FALSE,NA,"952176367424212993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gva_avgeek",5,TRUE,FALSE,NA,NA,"positive","unknown","onthisday eleven years ago atb



avgeek aviation tra…","@easyJet"
"80","RT @joelat___: #Onthisday eleven years ago at @GeneveAeroport - @easyjet @Boeing #B737-700

https://t.co/GlYnlmFFck

#avgeek #aviation #tra…",FALSE,0,NA,2018-01-13 13:51:16,FALSE,NA,"952176222372495361",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","avgeekretweeter",5,TRUE,FALSE,NA,NA,"positive","unknown","onthisday eleven years ago atb



avgeek aviation tra…","@easyJet"
"81","RT @PaidWhenDelayed: @chlolou26 @Flight_Refunds @easyJet You should send your formal claim letter including the legal details of the EU R.2…",FALSE,0,NA,2018-01-13 13:50:18,FALSE,NA,"952175978809298944",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"positive","unknown","you should send your formal claim letter including the legal details of the eu r…","@easyJet"
"82","Great news

Direct @easyJet flights from @EDI_Airport to Sevilla

See you soon @SevillaTapas @SVQconcierge <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>… https://t.co/G858o0UuNH",FALSE,6,NA,2018-01-13 13:49:48,TRUE,NA,"952175854045597697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","great_oil",5,FALSE,FALSE,NA,NA,"positive","joy","great news

directflights fromto sevilla

see you soon<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>…","@easyJet"
"83","#Onthisday eleven years ago at @GeneveAeroport - @easyjet @Boeing #B737-700

https://t.co/GlYnlmFFck

#avgeek… https://t.co/wGKkVvIhTi",FALSE,9,NA,2018-01-13 13:48:38,TRUE,NA,"952175558292537344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","joelat___",5,FALSE,FALSE,NA,NA,"positive","unknown","onthisday eleven years ago atb



avgeek…","@easyJet"
"84","@chlolou26 @Flight_Refunds @easyJet You should send your formal claim letter including the legal details of the EU… https://t.co/hdHYG7mD8e",FALSE,1,"chlolou26",2018-01-13 13:47:15,TRUE,"952148527207059456","952175211843063808","900723246500384768","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaidWhenDelayed",1,FALSE,FALSE,NA,NA,"positive","unknown","you should send your formal claim letter including the legal details of the eu…","@easyJet"
"85",".@Independent looks at the best way to spend 48 hours in the ""Southern Spanish gem"" that is #Seville! You can now f… https://t.co/GgYckzlcF2",FALSE,9,NA,2018-01-13 13:47:03,TRUE,NA,"952175162325073920",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","EDI_Airport",1,FALSE,FALSE,NA,NA,"neutral","unknown","looks at the best way to spendhours in the southern spanish gem that is seville you can now f…","@easyJet"
"86","Hey @easyJet - any danger of the 12.35 from LPA to LGW taking off anytime soon?! <U+2708><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",FALSE,0,NA,2018-01-13 13:47:03,FALSE,NA,"952175161788321792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamesgraydj",0,FALSE,FALSE,NA,NA,"negative","unknown","heyany danger of thefrom lpa to lgw taking off anytime soon <U+2708><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63>","@easyJet"
"87","RT @covesting: <U+2708><U+FE0F> Now @easyJet Traveler magazine readers can get familiar with what cryptocurrencies are all about! We will provide a serie…",FALSE,0,NA,2018-01-13 13:45:07,FALSE,NA,"952174673227407360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PieEpi2",627,TRUE,FALSE,NA,NA,"neutral","sadness","<U+2708><U+FE0F> nowtraveler magazine readers can get familiar with what cryptocurrencies are all about we will provide a serie…","@easyJet"
"88","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-13 13:42:47,FALSE,NA,"952174088449077249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Boyde11",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"89","@easyJet What provisions do you have in place for Type 1 diabetics to carry extra hand luggage on board? Thanks! @DiabetesUK",FALSE,0,"easyJet",2018-01-13 13:40:01,FALSE,NA,"952173390961545217","38676903","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","LizzyCorsby",0,FALSE,FALSE,NA,NA,"positive","unknown","what provisions do you have in place for typediabetics to carry extra hand luggage on board thanks","@easyJet"
"90","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-13 13:39:27,FALSE,NA,"952173249131106304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BnaaInfo",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"91","What an actual joke @TUIUK are! I can’t check in for my flight online as “all the online seats have been allocated… https://t.co/PDgiy2jCCU",FALSE,0,NA,2018-01-13 13:37:05,TRUE,NA,"952172653137285120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DannyHorne15",0,FALSE,FALSE,NA,NA,"negative","unknown","what an actual jokeare i can’t check in for my flight online as “all the online seats have been allocated…","@easyJet"
"92","Interesting development&gt;
@easyJet launches pet house-sitting service for holidaymakers: https://t.co/GW3UFwbwab https://t.co/nMWRlL7Ogm",FALSE,0,NA,2018-01-13 13:30:02,FALSE,NA,"952170879173218304",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","grettaschifano",0,FALSE,FALSE,NA,NA,"positive","unknown","interesting developmentgt
 launches pet housesitting service for holidaymakers","@easyJet"
"93","@akinsoul @easyJet Any good?",FALSE,0,"akinsoul",2018-01-13 13:29:48,FALSE,"952118797426667520","952170818208854016","398803040","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","waynewykwong",0,FALSE,FALSE,NA,NA,"positive","joy","any good","@easyJet"
"94","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-13 13:28:19,FALSE,NA,"952170445423464453",NA,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>","Kat_4ReaL",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
